usecase_id,usecase_name,process_id,process_name,function_id,function_name,function_actor,policy_group_id,policy_group_name,policy_item_id,policy_item_name
US-PDD-CUS-001,상품 가치 탐색과 이해,PR-PDD-DTL-001,상품 상세 핵심 요약 탐색,FN-PDD-DTL-001,상품 요약·핵심 속성 표시,ACT-PDD-001,PG-PDD-TPL-001,상품 상세 표준 템플릿 정책,PI-PDD-TPL-001-03,앵커 구조
US-PDD-CUS-001,상품 가치 탐색과 이해,PR-PDD-DTL-001,상품 상세 핵심 요약 탐색,FN-PDD-DTL-001,상품 요약·핵심 속성 표시,ACT-PDD-001,PG-PDD-TPL-001,상품 상세 표준 템플릿 정책,PI-PDD-TPL-001-04,공통 모듈
US-PDD-CUS-001,상품 가치 탐색과 이해,PR-PDD-DTL-001,상품 상세 핵심 요약 탐색,FN-PDD-DTL-001,상품 요약·핵심 속성 표시,ACT-PDD-001,PG-PDD-TPL-001,상품 상세 표준 템플릿 정책,PI-PDD-TPL-001-05,상품군별 필수 템플릿
US-PDD-CUS-001,상품 가치 탐색과 이해,PR-PDD-DTL-001,상품 상세 핵심 요약 탐색,FN-PDD-DTL-001,상품 요약·핵심 속성 표시,ACT-PDD-001,PG-PDD-TPL-001,상품 상세 표준 템플릿 정책,PI-PDD-TPL-001-06,플러스·구독 상품 안내
US-PDD-CUS-001,상품 가치 탐색과 이해,PR-PDD-DTL-001,상품 상세 핵심 요약 탐색,FN-PDD-DTL-001,상품 요약·핵심 속성 표시,ACT-PDD-001,PG-PDD-TPL-001,상품 상세 표준 템플릿 정책,PI-PDD-TPL-001-07,상품군 CTA 기준
US-PDD-CUS-001,상품 가치 탐색과 이해,PR-PDD-DTL-001,상품 상세 핵심 요약 탐색,FN-PDD-TEMPLATE-001,상품 상세 표준 템플릿 구성,"ACT-PDD-001,ACT-PDD-002",PG-PDD-SCOPE-001,상품상세/담기 범위·경계 정책,PI-PDD-SCOPE-001-01,범위 경계
US-PDD-CUS-001,상품 가치 탐색과 이해,PR-PDD-DTL-001,상품 상세 핵심 요약 탐색,FN-PDD-TEMPLATE-001,상품 상세 표준 템플릿 구성,"ACT-PDD-001,ACT-PDD-002",PG-PDD-SCOPE-001,상품상세/담기 범위·경계 정책,PI-PDD-SCOPE-001-02,담기 정의
US-PDD-CUS-001,상품 가치 탐색과 이해,PR-PDD-DTL-001,상품 상세 핵심 요약 탐색,FN-PDD-TEMPLATE-001,상품 상세 표준 템플릿 구성,"ACT-PDD-001,ACT-PDD-002",PG-PDD-SCOPE-001,상품상세/담기 범위·경계 정책,PI-PDD-SCOPE-001-03,인접 정책서 경계
US-PDD-CUS-001,상품 가치 탐색과 이해,PR-PDD-DTL-001,상품 상세 핵심 요약 탐색,FN-PDD-TEMPLATE-001,상품 상세 표준 템플릿 구성,"ACT-PDD-001,ACT-PDD-002",PG-PDD-SUMMARY-001,상품 요약·미디어·스펙 표시 정책,PI-PDD-SUMMARY-001-01,핵심 요약
US-PDD-CUS-001,상품 가치 탐색과 이해,PR-PDD-DTL-001,상품 상세 핵심 요약 탐색,FN-PDD-TEMPLATE-001,상품 상세 표준 템플릿 구성,"ACT-PDD-001,ACT-PDD-002",PG-PDD-SUMMARY-001,상품 요약·미디어·스펙 표시 정책,PI-PDD-SUMMARY-001-02,미디어 뷰어
US-PDD-CUS-001,상품 가치 탐색과 이해,PR-PDD-DTL-001,상품 상세 핵심 요약 탐색,FN-PDD-TEMPLATE-001,상품 상세 표준 템플릿 구성,"ACT-PDD-001,ACT-PDD-002",PG-PDD-SUMMARY-001,상품 요약·미디어·스펙 표시 정책,PI-PDD-SUMMARY-001-03,스펙 요약
US-PDD-CUS-001,상품 가치 탐색과 이해,PR-PDD-DTL-001,상품 상세 핵심 요약 탐색,FN-PDD-TEMPLATE-001,상품 상세 표준 템플릿 구성,"ACT-PDD-001,ACT-PDD-002",PG-PDD-SUMMARY-001,상품 요약·미디어·스펙 표시 정책,PI-PDD-SUMMARY-001-04,상품 리뷰·평점·Q&A
US-PDD-CUS-001,상품 가치 탐색과 이해,PR-PDD-DTL-001,상품 상세 핵심 요약 탐색,FN-PDD-TEMPLATE-001,상품 상세 표준 템플릿 구성,"ACT-PDD-001,ACT-PDD-002",PG-PDD-SUMMARY-001,상품 요약·미디어·스펙 표시 정책,PI-PDD-SUMMARY-001-05,브랜드·판매주체·이행방식
US-PDD-CUS-001,상품 가치 탐색과 이해,PR-PDD-DTL-001,상품 상세 핵심 요약 탐색,FN-PDD-TEMPLATE-001,상품 상세 표준 템플릿 구성,"ACT-PDD-001,ACT-PDD-002",PG-PDD-TPL-001,상품 상세 표준 템플릿 정책,PI-PDD-TPL-001-01,표준 섹션
US-PDD-CUS-001,상품 가치 탐색과 이해,PR-PDD-DTL-001,상품 상세 핵심 요약 탐색,FN-PDD-TEMPLATE-001,상품 상세 표준 템플릿 구성,"ACT-PDD-001,ACT-PDD-002",PG-PDD-TPL-001,상품 상세 표준 템플릿 정책,PI-PDD-TPL-001-02,상품군 특화
US-PDD-CUS-001,상품 가치 탐색과 이해,PR-PDD-DTL-001,상품 상세 핵심 요약 탐색,FN-PDD-TEMPLATE-001,상품 상세 표준 템플릿 구성,"ACT-PDD-001,ACT-PDD-002",PG-PDD-TPL-001,상품 상세 표준 템플릿 정책,PI-PDD-TPL-001-03,앵커 구조
US-PDD-CUS-001,상품 가치 탐색과 이해,PR-PDD-DTL-001,상품 상세 핵심 요약 탐색,FN-PDD-TEMPLATE-001,상품 상세 표준 템플릿 구성,"ACT-PDD-001,ACT-PDD-002",PG-PDD-TPL-001,상품 상세 표준 템플릿 정책,PI-PDD-TPL-001-04,공통 모듈
US-PDD-CUS-001,상품 가치 탐색과 이해,PR-PDD-DTL-001,상품 상세 핵심 요약 탐색,FN-PDD-TEMPLATE-001,상품 상세 표준 템플릿 구성,"ACT-PDD-001,ACT-PDD-002",PG-PDD-TPL-001,상품 상세 표준 템플릿 정책,PI-PDD-TPL-001-05,상품군별 필수 템플릿
US-PDD-CUS-001,상품 가치 탐색과 이해,PR-PDD-DTL-001,상품 상세 핵심 요약 탐색,FN-PDD-TEMPLATE-001,상품 상세 표준 템플릿 구성,"ACT-PDD-001,ACT-PDD-002",PG-PDD-TPL-001,상품 상세 표준 템플릿 정책,PI-PDD-TPL-001-06,플러스·구독 상품 안내
US-PDD-CUS-001,상품 가치 탐색과 이해,PR-PDD-DTL-001,상품 상세 핵심 요약 탐색,FN-PDD-TEMPLATE-001,상품 상세 표준 템플릿 구성,"ACT-PDD-001,ACT-PDD-002",PG-PDD-TPL-001,상품 상세 표준 템플릿 정책,PI-PDD-TPL-001-07,상품군 CTA 기준
US-PDD-CUS-001,상품 가치 탐색과 이해,PR-PDD-DTL-002,미디어·스펙·후기 이해,FN-PDD-MEDIA-001,미디어·접근성 뷰어,ACT-PDD-001,PG-PDD-SUMMARY-001,상품 요약·미디어·스펙 표시 정책,PI-PDD-SUMMARY-001-01,핵심 요약
US-PDD-CUS-001,상품 가치 탐색과 이해,PR-PDD-DTL-002,미디어·스펙·후기 이해,FN-PDD-MEDIA-001,미디어·접근성 뷰어,ACT-PDD-001,PG-PDD-SUMMARY-001,상품 요약·미디어·스펙 표시 정책,PI-PDD-SUMMARY-001-02,미디어 뷰어
US-PDD-CUS-001,상품 가치 탐색과 이해,PR-PDD-DTL-002,미디어·스펙·후기 이해,FN-PDD-MEDIA-001,미디어·접근성 뷰어,ACT-PDD-001,PG-PDD-SUMMARY-001,상품 요약·미디어·스펙 표시 정책,PI-PDD-SUMMARY-001-03,스펙 요약
US-PDD-CUS-001,상품 가치 탐색과 이해,PR-PDD-DTL-002,미디어·스펙·후기 이해,FN-PDD-MEDIA-001,미디어·접근성 뷰어,ACT-PDD-001,PG-PDD-SUMMARY-001,상품 요약·미디어·스펙 표시 정책,PI-PDD-SUMMARY-001-04,상품 리뷰·평점·Q&A
US-PDD-CUS-001,상품 가치 탐색과 이해,PR-PDD-DTL-002,미디어·스펙·후기 이해,FN-PDD-MEDIA-001,미디어·접근성 뷰어,ACT-PDD-001,PG-PDD-SUMMARY-001,상품 요약·미디어·스펙 표시 정책,PI-PDD-SUMMARY-001-05,브랜드·판매주체·이행방식
US-PDD-CUS-001,상품 가치 탐색과 이해,PR-PDD-DTL-002,미디어·스펙·후기 이해,FN-PDD-MEDIA-001,미디어·접근성 뷰어,ACT-PDD-001,PG-PDD-COMPARE-001,비교·추천·AI 요약 정책,PI-PDD-COMPARE-001-01,비교 기준
US-PDD-CUS-001,상품 가치 탐색과 이해,PR-PDD-DTL-002,미디어·스펙·후기 이해,FN-PDD-MEDIA-001,미디어·접근성 뷰어,ACT-PDD-001,PG-PDD-COMPARE-001,비교·추천·AI 요약 정책,PI-PDD-COMPARE-001-02,AI 요약
US-PDD-CUS-001,상품 가치 탐색과 이해,PR-PDD-DTL-002,미디어·스펙·후기 이해,FN-PDD-MEDIA-001,미디어·접근성 뷰어,ACT-PDD-001,PG-PDD-COMPARE-001,비교·추천·AI 요약 정책,PI-PDD-COMPARE-001-03,추천 근거
US-PDD-CUS-001,상품 가치 탐색과 이해,PR-PDD-DTL-002,미디어·스펙·후기 이해,FN-PDD-MEDIA-001,미디어·접근성 뷰어,ACT-PDD-001,PG-PDD-COMPARE-001,비교·추천·AI 요약 정책,PI-PDD-COMPARE-001-04,후기 요약
US-PDD-CUS-001,상품 가치 탐색과 이해,PR-PDD-DTL-002,미디어·스펙·후기 이해,FN-PDD-MEDIA-001,미디어·접근성 뷰어,ACT-PDD-001,PG-PDD-COMPARE-001,비교·추천·AI 요약 정책,PI-PDD-COMPARE-001-05,atomic view
US-PDD-CUS-001,상품 가치 탐색과 이해,PR-PDD-DTL-002,미디어·스펙·후기 이해,FN-PDD-MEDIA-001,미디어·접근성 뷰어,ACT-PDD-001,PG-PDD-COMPARE-001,비교·추천·AI 요약 정책,PI-PDD-COMPARE-001-06,상품군별 비교 템플릿
US-PDD-CUS-001,상품 가치 탐색과 이해,PR-PDD-DTL-002,미디어·스펙·후기 이해,FN-PDD-MEDIA-001,미디어·접근성 뷰어,ACT-PDD-001,PG-PDD-COMPARE-001,비교·추천·AI 요약 정책,PI-PDD-COMPARE-001-07,대체 옵션 추천
US-PDD-CUS-001,상품 가치 탐색과 이해,PR-PDD-DTL-002,미디어·스펙·후기 이해,FN-PDD-SPEC-001,상품 설명·스펙 구조화,ACT-PDD-001,PG-PDD-SUMMARY-001,상품 요약·미디어·스펙 표시 정책,PI-PDD-SUMMARY-001-01,핵심 요약
US-PDD-CUS-001,상품 가치 탐색과 이해,PR-PDD-DTL-002,미디어·스펙·후기 이해,FN-PDD-SPEC-001,상품 설명·스펙 구조화,ACT-PDD-001,PG-PDD-SUMMARY-001,상품 요약·미디어·스펙 표시 정책,PI-PDD-SUMMARY-001-02,미디어 뷰어
US-PDD-CUS-001,상품 가치 탐색과 이해,PR-PDD-DTL-002,미디어·스펙·후기 이해,FN-PDD-SPEC-001,상품 설명·스펙 구조화,ACT-PDD-001,PG-PDD-SUMMARY-001,상품 요약·미디어·스펙 표시 정책,PI-PDD-SUMMARY-001-03,스펙 요약
US-PDD-CUS-001,상품 가치 탐색과 이해,PR-PDD-DTL-002,미디어·스펙·후기 이해,FN-PDD-SPEC-001,상품 설명·스펙 구조화,ACT-PDD-001,PG-PDD-SUMMARY-001,상품 요약·미디어·스펙 표시 정책,PI-PDD-SUMMARY-001-04,상품 리뷰·평점·Q&A
US-PDD-CUS-001,상품 가치 탐색과 이해,PR-PDD-DTL-002,미디어·스펙·후기 이해,FN-PDD-SPEC-001,상품 설명·스펙 구조화,ACT-PDD-001,PG-PDD-SUMMARY-001,상품 요약·미디어·스펙 표시 정책,PI-PDD-SUMMARY-001-05,브랜드·판매주체·이행방식
US-PDD-CUS-001,상품 가치 탐색과 이해,PR-PDD-DTL-002,미디어·스펙·후기 이해,FN-PDD-SPEC-001,상품 설명·스펙 구조화,ACT-PDD-001,PG-PDD-COMPARE-001,비교·추천·AI 요약 정책,PI-PDD-COMPARE-001-01,비교 기준
US-PDD-CUS-001,상품 가치 탐색과 이해,PR-PDD-DTL-002,미디어·스펙·후기 이해,FN-PDD-SPEC-001,상품 설명·스펙 구조화,ACT-PDD-001,PG-PDD-COMPARE-001,비교·추천·AI 요약 정책,PI-PDD-COMPARE-001-02,AI 요약
US-PDD-CUS-001,상품 가치 탐색과 이해,PR-PDD-DTL-002,미디어·스펙·후기 이해,FN-PDD-SPEC-001,상품 설명·스펙 구조화,ACT-PDD-001,PG-PDD-COMPARE-001,비교·추천·AI 요약 정책,PI-PDD-COMPARE-001-03,추천 근거
US-PDD-CUS-001,상품 가치 탐색과 이해,PR-PDD-DTL-002,미디어·스펙·후기 이해,FN-PDD-SPEC-001,상품 설명·스펙 구조화,ACT-PDD-001,PG-PDD-COMPARE-001,비교·추천·AI 요약 정책,PI-PDD-COMPARE-001-04,후기 요약
US-PDD-CUS-001,상품 가치 탐색과 이해,PR-PDD-DTL-002,미디어·스펙·후기 이해,FN-PDD-SPEC-001,상품 설명·스펙 구조화,ACT-PDD-001,PG-PDD-COMPARE-001,비교·추천·AI 요약 정책,PI-PDD-COMPARE-001-05,atomic view
US-PDD-CUS-001,상품 가치 탐색과 이해,PR-PDD-DTL-002,미디어·스펙·후기 이해,FN-PDD-SPEC-001,상품 설명·스펙 구조화,ACT-PDD-001,PG-PDD-COMPARE-001,비교·추천·AI 요약 정책,PI-PDD-COMPARE-001-06,상품군별 비교 템플릿
US-PDD-CUS-001,상품 가치 탐색과 이해,PR-PDD-DTL-002,미디어·스펙·후기 이해,FN-PDD-SPEC-001,상품 설명·스펙 구조화,ACT-PDD-001,PG-PDD-COMPARE-001,비교·추천·AI 요약 정책,PI-PDD-COMPARE-001-07,대체 옵션 추천
US-PDD-CUS-001,상품 가치 탐색과 이해,PR-PDD-DTL-002,미디어·스펙·후기 이해,FN-PDD-REVIEW-001,상품 리뷰·평점·Q&A 제공,"ACT-PDD-001,ACT-PDD-002",PG-PDD-SUMMARY-001,상품 요약·미디어·스펙 표시 정책,PI-PDD-SUMMARY-001-01,핵심 요약
US-PDD-CUS-001,상품 가치 탐색과 이해,PR-PDD-DTL-002,미디어·스펙·후기 이해,FN-PDD-REVIEW-001,상품 리뷰·평점·Q&A 제공,"ACT-PDD-001,ACT-PDD-002",PG-PDD-SUMMARY-001,상품 요약·미디어·스펙 표시 정책,PI-PDD-SUMMARY-001-02,미디어 뷰어
US-PDD-CUS-001,상품 가치 탐색과 이해,PR-PDD-DTL-002,미디어·스펙·후기 이해,FN-PDD-REVIEW-001,상품 리뷰·평점·Q&A 제공,"ACT-PDD-001,ACT-PDD-002",PG-PDD-SUMMARY-001,상품 요약·미디어·스펙 표시 정책,PI-PDD-SUMMARY-001-03,스펙 요약
US-PDD-CUS-001,상품 가치 탐색과 이해,PR-PDD-DTL-002,미디어·스펙·후기 이해,FN-PDD-REVIEW-001,상품 리뷰·평점·Q&A 제공,"ACT-PDD-001,ACT-PDD-002",PG-PDD-SUMMARY-001,상품 요약·미디어·스펙 표시 정책,PI-PDD-SUMMARY-001-04,상품 리뷰·평점·Q&A
US-PDD-CUS-001,상품 가치 탐색과 이해,PR-PDD-DTL-002,미디어·스펙·후기 이해,FN-PDD-REVIEW-001,상품 리뷰·평점·Q&A 제공,"ACT-PDD-001,ACT-PDD-002",PG-PDD-SUMMARY-001,상품 요약·미디어·스펙 표시 정책,PI-PDD-SUMMARY-001-05,브랜드·판매주체·이행방식
US-PDD-CUS-001,상품 가치 탐색과 이해,PR-PDD-DTL-002,미디어·스펙·후기 이해,FN-PDD-REVIEW-001,상품 리뷰·평점·Q&A 제공,"ACT-PDD-001,ACT-PDD-002",PG-PDD-COMPARE-001,비교·추천·AI 요약 정책,PI-PDD-COMPARE-001-01,비교 기준
US-PDD-CUS-001,상품 가치 탐색과 이해,PR-PDD-DTL-002,미디어·스펙·후기 이해,FN-PDD-REVIEW-001,상품 리뷰·평점·Q&A 제공,"ACT-PDD-001,ACT-PDD-002",PG-PDD-COMPARE-001,비교·추천·AI 요약 정책,PI-PDD-COMPARE-001-02,AI 요약
US-PDD-CUS-001,상품 가치 탐색과 이해,PR-PDD-DTL-002,미디어·스펙·후기 이해,FN-PDD-REVIEW-001,상품 리뷰·평점·Q&A 제공,"ACT-PDD-001,ACT-PDD-002",PG-PDD-COMPARE-001,비교·추천·AI 요약 정책,PI-PDD-COMPARE-001-03,추천 근거
US-PDD-CUS-001,상품 가치 탐색과 이해,PR-PDD-DTL-002,미디어·스펙·후기 이해,FN-PDD-REVIEW-001,상품 리뷰·평점·Q&A 제공,"ACT-PDD-001,ACT-PDD-002",PG-PDD-COMPARE-001,비교·추천·AI 요약 정책,PI-PDD-COMPARE-001-04,후기 요약
US-PDD-CUS-001,상품 가치 탐색과 이해,PR-PDD-DTL-002,미디어·스펙·후기 이해,FN-PDD-REVIEW-001,상품 리뷰·평점·Q&A 제공,"ACT-PDD-001,ACT-PDD-002",PG-PDD-COMPARE-001,비교·추천·AI 요약 정책,PI-PDD-COMPARE-001-05,atomic view
US-PDD-CUS-001,상품 가치 탐색과 이해,PR-PDD-DTL-002,미디어·스펙·후기 이해,FN-PDD-REVIEW-001,상품 리뷰·평점·Q&A 제공,"ACT-PDD-001,ACT-PDD-002",PG-PDD-COMPARE-001,비교·추천·AI 요약 정책,PI-PDD-COMPARE-001-06,상품군별 비교 템플릿
US-PDD-CUS-001,상품 가치 탐색과 이해,PR-PDD-DTL-002,미디어·스펙·후기 이해,FN-PDD-REVIEW-001,상품 리뷰·평점·Q&A 제공,"ACT-PDD-001,ACT-PDD-002",PG-PDD-COMPARE-001,비교·추천·AI 요약 정책,PI-PDD-COMPARE-001-07,대체 옵션 추천
US-PDD-CUS-001,상품 가치 탐색과 이해,PR-PDD-DTL-003,혜택·가격·주의사항 확인,FN-PDD-BENEFIT-001,혜택·가격·가치 산정 표시,ACT-PDD-001,PG-PDD-PRICE-001,가격·혜택·가치 표시 정책,PI-PDD-PRICE-001-01,가격 기준
US-PDD-CUS-001,상품 가치 탐색과 이해,PR-PDD-DTL-003,혜택·가격·주의사항 확인,FN-PDD-BENEFIT-001,혜택·가격·가치 산정 표시,ACT-PDD-001,PG-PDD-PRICE-001,가격·혜택·가치 표시 정책,PI-PDD-PRICE-001-02,혜택 분리
US-PDD-CUS-001,상품 가치 탐색과 이해,PR-PDD-DTL-003,혜택·가격·주의사항 확인,FN-PDD-BENEFIT-001,혜택·가격·가치 산정 표시,ACT-PDD-001,PG-PDD-PRICE-001,가격·혜택·가치 표시 정책,PI-PDD-PRICE-001-03,공시지원금
US-PDD-CUS-001,상품 가치 탐색과 이해,PR-PDD-DTL-003,혜택·가격·주의사항 확인,FN-PDD-BENEFIT-001,혜택·가격·가치 산정 표시,ACT-PDD-001,PG-PDD-PRICE-001,가격·혜택·가치 표시 정책,PI-PDD-PRICE-001-04,마케팅 정보
US-PDD-CUS-001,상품 가치 탐색과 이해,PR-PDD-DTL-003,혜택·가격·주의사항 확인,FN-PDD-BENEFIT-001,혜택·가격·가치 산정 표시,ACT-PDD-001,PG-PDD-PRICE-001,가격·혜택·가치 표시 정책,PI-PDD-PRICE-001-05,실사용 빈도 가치
US-PDD-CUS-001,상품 가치 탐색과 이해,PR-PDD-DTL-003,혜택·가격·주의사항 확인,FN-PDD-BENEFIT-001,혜택·가격·가치 산정 표시,ACT-PDD-001,PG-PDD-PRICE-001,가격·혜택·가치 표시 정책,PI-PDD-PRICE-001-06,선물가 문구
US-PDD-CUS-001,상품 가치 탐색과 이해,PR-PDD-DTL-003,혜택·가격·주의사항 확인,FN-PDD-BENEFIT-001,혜택·가격·가치 산정 표시,ACT-PDD-001,PG-PDD-PRICE-001,가격·혜택·가치 표시 정책,PI-PDD-PRICE-001-07,구독가 비교
US-PDD-CUS-001,상품 가치 탐색과 이해,PR-PDD-DTL-003,혜택·가격·주의사항 확인,FN-PDD-BENEFIT-001,혜택·가격·가치 산정 표시,ACT-PDD-001,PG-PDD-ELIG-001,가입·구매 가능성 사전 안내 정책,PI-PDD-ELIG-001-01,사전 판정
US-PDD-CUS-001,상품 가치 탐색과 이해,PR-PDD-DTL-003,혜택·가격·주의사항 확인,FN-PDD-BENEFIT-001,혜택·가격·가치 산정 표시,ACT-PDD-001,PG-PDD-ELIG-001,가입·구매 가능성 사전 안내 정책,PI-PDD-ELIG-001-02,불가 사유
US-PDD-CUS-001,상품 가치 탐색과 이해,PR-PDD-DTL-003,혜택·가격·주의사항 확인,FN-PDD-BENEFIT-001,혜택·가격·가치 산정 표시,ACT-PDD-001,PG-PDD-ELIG-001,가입·구매 가능성 사전 안내 정책,PI-PDD-ELIG-001-03,비회원 전환
US-PDD-CUS-001,상품 가치 탐색과 이해,PR-PDD-DTL-003,혜택·가격·주의사항 확인,FN-PDD-BENEFIT-001,혜택·가격·가치 산정 표시,ACT-PDD-001,PG-PDD-ELIG-001,가입·구매 가능성 사전 안내 정책,PI-PDD-ELIG-001-04,제한 고지
US-PDD-CUS-001,상품 가치 탐색과 이해,PR-PDD-DTL-003,혜택·가격·주의사항 확인,FN-PDD-BENEFIT-001,혜택·가격·가치 산정 표시,ACT-PDD-001,PG-PDD-ELIG-001,가입·구매 가능성 사전 안내 정책,PI-PDD-ELIG-001-05,연령·기간 유효성
US-PDD-CUS-001,상품 가치 탐색과 이해,PR-PDD-DTL-003,혜택·가격·주의사항 확인,FN-PDD-BENEFIT-001,혜택·가격·가치 산정 표시,ACT-PDD-001,PG-PDD-ELIG-001,가입·구매 가능성 사전 안내 정책,PI-PDD-ELIG-001-06,묶음 해지 제약
US-PDD-CUS-001,상품 가치 탐색과 이해,PR-PDD-DTL-003,혜택·가격·주의사항 확인,FN-PDD-PRICE-001,예상 부담·혜택 요약 계산,ACT-PDD-001,PG-PDD-PRICE-001,가격·혜택·가치 표시 정책,PI-PDD-PRICE-001-01,가격 기준
US-PDD-CUS-001,상품 가치 탐색과 이해,PR-PDD-DTL-003,혜택·가격·주의사항 확인,FN-PDD-PRICE-001,예상 부담·혜택 요약 계산,ACT-PDD-001,PG-PDD-PRICE-001,가격·혜택·가치 표시 정책,PI-PDD-PRICE-001-02,혜택 분리
US-PDD-CUS-001,상품 가치 탐색과 이해,PR-PDD-DTL-003,혜택·가격·주의사항 확인,FN-PDD-PRICE-001,예상 부담·혜택 요약 계산,ACT-PDD-001,PG-PDD-PRICE-001,가격·혜택·가치 표시 정책,PI-PDD-PRICE-001-03,공시지원금
US-PDD-CUS-001,상품 가치 탐색과 이해,PR-PDD-DTL-003,혜택·가격·주의사항 확인,FN-PDD-PRICE-001,예상 부담·혜택 요약 계산,ACT-PDD-001,PG-PDD-PRICE-001,가격·혜택·가치 표시 정책,PI-PDD-PRICE-001-04,마케팅 정보
US-PDD-CUS-001,상품 가치 탐색과 이해,PR-PDD-DTL-003,혜택·가격·주의사항 확인,FN-PDD-PRICE-001,예상 부담·혜택 요약 계산,ACT-PDD-001,PG-PDD-PRICE-001,가격·혜택·가치 표시 정책,PI-PDD-PRICE-001-05,실사용 빈도 가치
US-PDD-CUS-001,상품 가치 탐색과 이해,PR-PDD-DTL-003,혜택·가격·주의사항 확인,FN-PDD-PRICE-001,예상 부담·혜택 요약 계산,ACT-PDD-001,PG-PDD-PRICE-001,가격·혜택·가치 표시 정책,PI-PDD-PRICE-001-06,선물가 문구
US-PDD-CUS-001,상품 가치 탐색과 이해,PR-PDD-DTL-003,혜택·가격·주의사항 확인,FN-PDD-PRICE-001,예상 부담·혜택 요약 계산,ACT-PDD-001,PG-PDD-PRICE-001,가격·혜택·가치 표시 정책,PI-PDD-PRICE-001-07,구독가 비교
US-PDD-CUS-001,상품 가치 탐색과 이해,PR-PDD-DTL-003,혜택·가격·주의사항 확인,FN-PDD-PRICE-001,예상 부담·혜택 요약 계산,ACT-PDD-001,PG-PDD-ELIG-001,가입·구매 가능성 사전 안내 정책,PI-PDD-ELIG-001-01,사전 판정
US-PDD-CUS-001,상품 가치 탐색과 이해,PR-PDD-DTL-003,혜택·가격·주의사항 확인,FN-PDD-PRICE-001,예상 부담·혜택 요약 계산,ACT-PDD-001,PG-PDD-ELIG-001,가입·구매 가능성 사전 안내 정책,PI-PDD-ELIG-001-02,불가 사유
US-PDD-CUS-001,상품 가치 탐색과 이해,PR-PDD-DTL-003,혜택·가격·주의사항 확인,FN-PDD-PRICE-001,예상 부담·혜택 요약 계산,ACT-PDD-001,PG-PDD-ELIG-001,가입·구매 가능성 사전 안내 정책,PI-PDD-ELIG-001-03,비회원 전환
